,activityID,sourceLocation,latitude,longitude,halfAngle,speed,type,note
1914,2015-06-05T20:48:00-CME-001,,-48.0,63.0,30.0,219.0,S,
1917,2015-06-09T12:00:00-CME-001,,-33.0,-123.0,23.0,460.0,S,No clear source- modeled as a back-sided event.
1918,2015-06-09T20:00:00-CME-001,,30.0,-31.0,43.0,853.0,C,Associated with an eruption seen in SDO AIA 193/304 around 2015-06-09T20:00Z from AR 2364. Also connected to the C2.8 flare also from AR 2364 around the same time.
1919,2015-06-10T14:12:00-CME-001,N45W20,46.0,22.0,44.0,367.0,S,The source location is very proximate and it is not clear if it is associated with a darkening seen in SDO 193 at the NW.  Start time is incorrect due to a 4 hour data gap in LASCO C2. At 14:12Z the CME is already in the FOV.
1920,2015-06-11T10:00:00-CME-001,,17.0,,11.0,425.0,S,"very faint and narrow CME from the E limb, source region unknown, probably far-sided"
1921,2015-06-11T16:36:00-CME-001,,50.0,,20.0,300.0,S,"eruption in the far-side, AIA 193 shows some opening of fieldlines ~15:00, and post-eruptive arcade appears above the limb ~18:00, source is therefore behind the limb, but close to it."
1922,2015-06-14T04:24:00-CME-001,,-23.0,40.0,36.0,701.0,C,Eruption observed near AR 2365 around 2015-06-14T02:46Z in SDO.
1923,2015-06-14T07:36:00-CME-001,,53.0,-41.0,18.0,760.0,C,Large filament eruption observed in SDO around 2015-06-14T06:30Z. CME was not modeled because of its high northern latitude and narrow width.
1924,2015-06-14T13:36:00-CME-001,,-69.0,,34.0,200.0,S,Measured as back-sided because source location could not be identified. Longitude has been left out because of uncertainty. Not modeled because of slow speed.
1925,2015-06-15T14:24:00-CME-001,,-75.0,-105.0,45.0,170.0,S,There is no EUV signature for this CME.  It is almost definitely a far-sided CME.
1926,2015-06-16T05:12:00-CME-001,S45E30,-50.0,25.0,39.0,570.0,C,"From ~03:00 - 05:00 there was a prominence surge observed in several AIA wavelengths beginning off limb in the SW and moving into a prominence channel centered around ~S45E30.  In the AIA 171 images from around 05:00 - 06:00 you can see a faint rising loop off the SSW limb, which extends into the location of the loop-like part of the CME as observed in C2."
1927,2015-06-16T18:00:00-CME-001,N0W90,-1.0,90.0,21.0,435.0,S,"From 17:30 - 18:00 there is an eruption visible in all AIA wavelengths originating from a confined location south of the large active region complex on the NW limb.  Prominence eruption, dimming & outflows were observed."
1928,2015-06-17T01:25:00-CME-001,,34.0,45.0,18.0,175.0,S,
1929,2015-06-17T03:12:00-CME-002,,30.0,-61.0,18.0,490.0,S,
1930,2015-06-17T04:36:00-CME-001,,11.0,-80.0,29.0,380.0,S,
1931,2015-06-17T07:48:00-CME-001,,44.0,52.0,23.0,175.0,S,
1932,2015-06-17T08:24:00-CME-001,,15.0,-65.0,30.0,510.0,C,
1933,2015-06-18T01:25:00-CME-001,S12W90,-19.0,90.0,40.0,1720.0,O,CME associated with M1.2 class flare from AR 2365.  The CME is very fast and it is associated with an SEP event at GOES and SOHO.
1934,2015-06-18T03:18:00-CME-001,N12E41,23.0,-53.0,20.0,693.0,C,CME is associated with a small eruption from AR 2371 seen in SDO 193/304.
1935,2015-06-18T17:24:00-CME-001,N12E44,11.0,-50.0,45.0,1000.0,O,"Clear indication of CME in AIA 171 and 193: opening/rising field lines starting around 16:30Z, followed by dimmings, two-ribbon flare, outflows.  The CME was fast and bright, and also had a 360-degree halo/asymmetric shock structure."
1936,2015-06-19T06:42:00-CME-001,S30W10,-33.0,9.0,54.0,603.0,C,CME associated with a big filament eruption below the CH south of AR 2371.  The eruption seems to be pushed to low latitudes.  It is a partial halo and very difficult to measure since the front is very faint in the available imagery.
1937,2015-06-19T09:42:00-CME-001,,33.0,,26.0,138.0,S,Source could not be identified.  It is possible backsided.  CME was hard to measure due to the available imagery.
1938,2015-06-19T16:34:00-CME-001,,44.0,133.0,33.0,152.0,S,"Appears to be backsided, no source was seen on disk."
1939,2015-06-20T08:00:00-CME-001,,-16.0,,23.0,303.0,S,This eruption is part of a continuous outflow from the SE. The outflow can be seen in SDO AIA 171. The exact source location cannot be determined because the eruption appears backsided.
1940,2015-06-21T02:48:00-CME-001,N13E12,7.0,-8.0,47.0,1250.0,O,"Observed in the center of the Earth-facing disk in SDO AIA 171, 193, and 131 from AR 2371 around 2015-06-21T01:41Z. This eruption is associated with a couple of M-class flares from the same region."
1941,2015-06-21T08:00:00-CME-001,,-36.0,51.0,17.0,450.0,S,Eruption that merged out of the outflows from the SW quadrant of SOHO. A possible source is faintly visible in SDO AIA 304 around 08:12UT.
1942,2015-06-22T18:36:00-CME-001,N13W5,14.0,3.0,45.0,1155.0,O,Associated with an M6.6 flare. Assymetric halo in SOHO coronographs.
1943,2015-06-23T00:00:00-CME-001,S25W80,-25.0,80.0,41.0,560.0,C,Rising loops and small eruption can be seen in SDO AIA 193 and 211.
1944,2015-06-23T00:48:00-CME-001,,44.0,,27.0,255.0,S,"Loops can be seen rising in SDO 171, but nothing is visible on the disk.  It may be a back-sided event."
1946,2015-06-23T07:36:00-CME-001,,40.0,35.0,25.0,460.0,S,CME associated with a filament eruption seen in SDO 193 north to the AR 2371.
1947,2015-06-23T18:36:00-CME-001,,26.0,26.0,14.0,581.0,C,"Possibly associated with a small brightening in SDO AIA 193 around 2015-06-23T16:45Z near AR 2371. Although the CME was classifed as C-type, it's narrow and diffusive nature makes it unlikely to have any substantial SWx impacts."
1948,2015-06-24T10:48:00-CME-001,,-23.0,95.0,42.0,375.0,S,Source location is close to active region 2367 but appears more back-sided.
1949,2015-06-25T01:25:00-CME-001,,-5.0,100.0,29.0,233.0,S,
1950,2015-06-25T08:36:00-CME-001,N13W40,23.0,46.0,41.0,1450.0,O,"This CME is associated with an M7.9 class flare from AR 12371.
SDO 193 shows dimmings and a fast EUV wave to the NE and a post-flare loop arcade, CME is a partial halo in C2/3."
1951,2015-06-26T14:00:00-CME-001,,-2.0,,45.0,560.0,C,"So far this event looks backsided, with some rising loops in SDO 171 in the northwest at 13:42UT and in the southwest at 14:00UT. It is very faint."
1952,2015-06-28T11:36:00-CME-001,,65.0,,20.0,350.0,S,High Latitude filament / prominence eruption seen in SDO 304 around 10:00UT
1954,2015-07-01T14:36:00-CME-001,,3.0,133.0,45.0,1300.0,O,"eruption behind the W limb, probably in or close to former AR 12371, AIA 193 shows opening of field lines off the west limb starting ~14:26, AIA 304 show additional cool material being eject starting ~14:39, proton fluxes in ACE start increasing ~16:45 (but remained below threshold), SOHO/COSTEP protons also increased."
1955,2015-07-02T18:00:00-CME-001,,44.0,-114.0,32.0,600.0,C,"Large filament eruption seen in AIA 304 off limb in the NE, loops opening in AIA 193, starting ~17:25, source behind E limb (but close to limb, assume lon~-110-120)"
1956,2015-07-04T20:12:00-CME-001,N42E76,39.0,-73.0,30.0,626.0,C,Large filament liftoff easily visible in 193 and 304 starting 2015-07-04T19:10Z
1957,2015-07-05T09:48:00-CME-001,,10.0,,12.0,350.0,S,"Very narrow, faint, and likely a backsided event.

May be from faint opening field lines seen in SDO 171 behind the East limb around 06:30."
1958,2015-07-05T14:00:00-CME-001,S10W86,-8.0,86.0,16.0,252.0,S,CME associated with a small eruption seen on the West limb from AR 2377 around 13:00Z after a B9.4 class flare.  CME is very faint and difficult to measure.  Only POS measurements could be done using STEREO_Cat.
1959,2015-07-05T17:00:00-CME-001,,6.0,,7.0,297.0,S,Very faint East limb CME.  POS measurements done with STEREO_Cat.
1960,2015-07-06T15:12:00-CME-001,,-31.0,-102.0,41.0,473.0,S,Associated with rising loops visible behind the SE limb in 193 imagery starting around 14:30Z
1961,2015-07-07T06:12:00-CME-001,,-54.0,90.0,8.0,450.0,S,"No clear EUV source, possibly far-sided."
1962,2015-07-07T15:24:00-CME-001,,-8.0,-20.0,15.0,344.0,S,Likely associated with an eruption observed in SDO 304 from AR 2381 around 2015-07-07T13:30Z.
1963,2015-07-08T09:12:00-CME-001,N15W20,13.0,27.0,40.0,329.0,S,The source region could be the filament that lifts off around N15W20 in SDO AIA 304 just after 08:25UT. The eruption along with post eruption arcades are also visible around the same time in SDO AIA 171 and 193.  It seems to be pushed more west due to the nearby coronal hole.
1964,2015-07-09T00:00:00-CME-001,S30E35,-36.0,-61.0,28.0,302.0,S,"It is difficult to find a source location on the disk , but there is a small eruption that can in seen in SDO AIA 193/171 in the southeast around 00:19Z."
1965,2015-07-09T22:36:00-CME-001,,-47.0,-60.0,32.0,450.0,S,"filament eruption close the south pole, filament starts to slowly rise at ~ 14.00 UT (seen in AIA 304), C2 streamer to the SE also start to slowly rise, fast rise phase in AIA starts around 20:00, C2 starts fast rise ~22.36 (which was chosen as start time of CME). The filament is very exended in longitude spanning probably half the sun, faint dimming off the SE limb (in AIA 193) seems to be connected with it, implying that the eastern end of the fil is behind the limb. The western part of the fil (in 304) rises but mostly drains away to the west limb. Post-eruptive loops appear in AIA 193, sequentially from E limb to the west. CME in C3 is very asymmetric, mostly the eastern part was fit."
1966,2015-07-10T16:00:00-CME-001,,47.0,104.0,34.0,116.0,S,Appears to be associated with a filament eruption from the NW limb
1967,2015-07-11T09:12:00-CME-001,,47.0,100.0,45.0,255.0,S,Associated eruption observed off of the NW limb in SDO AIA 304 starting around 2015-07-11T03:07Z.
1969,2015-07-12T18:12:00-CME-001,,17.0,-97.0,28.0,545.0,C,"Faint CME, looks like a single wide loop off the NE in C2/C3.
Around 17:30 - 18:00, some change in the field lines in the NE as seen in SDO 171 is visible. This may be from a behind limb source"
1970,2015-07-13T00:24:00-CME-001,,49.0,90.0,14.0,415.0,S,"Rising/opening loops visible starting ~22:00 off limb in the NW, especially in AIA 171."
1971,2015-07-13T09:36:00-CME-001,S03W50,-10.0,-50.0,21.0,635.0,C,A prominence eruption from a small unnumbered active region starting at 08:51Z.  Small 2-ribbon flare and dimming.
1972,2015-07-14T06:36:00-CME-001,N20W90,17.0,90.0,28.0,185.0,S,"CME began as rising loops above AR 2381 in the NW starting around ~6:00, most visible in AIA 171 Å."
1973,2015-07-14T10:00:00-CME-001,,-50.0,-129.0,25.0,180.0,S,Visible in AIA 171 as rising loops off the SE limb starting ~09:00Z.  CME is likely associated with the southern filament channel on the far side of the Sun.  This CME may be part of another DONKI CME entry: 2015-07-14T12:00Z.
1974,2015-07-14T12:00:00-CME-001,,-50.0,168.0,29.0,220.0,S,"Visible in AIA 171 images as rising loops above the south pole starting ~ 09:00Z.  CME is likely associated with the southern filament channel on the far side of the Sun.  May be the same CME as the 2015-07-14T10:00Z CME, just two separate loop systems."
1975,2015-07-16T18:00:00-CME-001,,80.0,-3.0,13.0,870.0,C,"Source of the CME is a filament eruption starting at ~14:20 around N30E30 in SDO 193 and 304, very nice eruption in 304, rotation of filament, AIA 193 shows dimmings and wave to the north. second filament eruption was triggered, seen in AIA 304 at ~21.30 (second filament located north of the first one). CME in C2/3 is very faint and straight to the north."
1976,2015-07-17T06:12:00-CME-001,N10W55,10.0,55.0,9.0,350.0,S,faint signs of eruption in AR 12388 at ~05:00 in AIA 304.
1977,2015-07-17T16:24:00-CME-001,,0.0,90.0,30.0,133.0,S,Associated with a small eruption near the eastern limb as seen in SDO AIA 304 around 2015-07-18T14:48Z.
1978,2015-07-18T00:00:00-CME-001,,15.0,100.0,39.0,208.0,S,Associated with rising loops observed in SDO AIA 193 around 2015-07-18T22:00Z.
1979,2015-07-18T04:48:00-CME-001,,10.0,92.0,32.0,212.0,S,Associated with a filament eruption observed in SDO AIA 304 around 2015-07-18T02:27Z.
1980,2015-07-18T13:25:00-CME-001,,12.0,91.0,30.0,222.0,S,Possibly associated with a small eruption around 2015-07-18T09:51Z off of western limb in SDO AIA 304.
1981,2015-07-18T15:12:00-CME-001,,20.0,92.0,42.0,331.0,S,Associated with an eruption/opening field lines around 2015-07-18T14:36Z as seen off of the western limb in SDO AIA 193.
1982,2015-07-18T20:12:00-CME-001,,9.0,95.0,23.0,257.0,S,Source could not be found. Likely associated with a back-sided eruption behind the western limb.
1983,2015-07-18T23:26:00-CME-001,,41.0,124.0,20.0,316.0,S,"Far sided and high northern latitude. Most images are from C2 and C3, but STA has 2 images of the CME."
1984,2015-07-19T03:48:00-CME-001,,37.0,,22.0,138.0,S,This CME was backsided but close to the northwestern limb as seen as rising loops in SDO AIA 171 around 03:00Z. Rising loops could also be seen on the northeastern limb from STEREO A.
1985,2015-07-19T05:24:00-CME-001,,-28.0,70.0,26.0,483.0,S,Associated with a small eruption on SW limb in SDO around 2015-07-19T04:37Z near AR 2384.
1986,2015-07-19T09:48:00-CME-001,,-19.0,51.0,38.0,763.0,C,Associated with large eruption from SW limb in SDO AIA 193/304 around 2015-07-19T07:31Z.
1987,2015-07-20T08:48:00-CME-001,N45W35,50.0,36.0,10.0,380.0,S,This CME is very faint and small. It is associated with a filament eruption in the northwest around 07:00Z.
1988,2015-07-20T10:36:00-CME-001,N55E20,51.0,-12.0,10.0,328.0,S,This CME is associated with a filament eruption around 07:00Z that was caused by the same activity that caused the filament eruption and CME in the northwest at 2015-07-20T08:48Z.
1989,2015-07-20T13:36:00-CME-001,S12W155,-20.0,155.0,19.0,289.0,S,Believed to be associated with a small eruption visible in STA EUVI 195 starting 12:30Z. CME was very faint
1990,2015-07-21T18:00:00-CME-001,,21.0,115.0,42.0,378.0,S,Eruption can be seen faintly behind the NW limb in SDO AIA 193 around 2015-07-21T17:30Z and also in STEREO A EUVI 195 around 2015-07-21T17:12Z.
1991,2015-07-22T05:48:00-CME-001,,-43.0,-27.0,24.0,319.0,S,This CME is extremely dim. A source candidate is rising loops and a flare. Rising loops can be seen in STEREO A EUVI at 2015-07-21T23:00Z in the southeast and a flare can be seen at 2015-07-21T07:30Z at the same location.
1992,2015-07-23T00:00:00-CME-001,,37.0,121.0,26.0,322.0,S,CME source is not clear.  It appears to be coming from a backsided AR seen in STA EUVI around N30W35 looking at STA images.
1993,2015-07-23T12:00:00-CME-001,S20E70,-75.0,-33.0,14.0,260.0,S,"The source of this narrow streamer CME is a small prominence near the SE limb visible in SDO AIA 304, 193, and 171 just after 11:12 UT."
1994,2015-07-24T16:36:00-CME-001,N30W170,32.0,161.0,18.0,400.0,S,"Backsided large dimming area seen in STA EUVI around 16:15Z.  CME is faint and slow and hardly seen in C3 imagery.

CME can also be seen in STA coronagraph imagery, but not used in analysis."
1995,2015-07-25T15:12:00-CME-001,,65.0,110.0,22.0,515.0,C,The eruption can be seen quite clearly off the NW limb in SDO AIA 304 beginning around 13:50 UT.
1996,2015-07-25T21:12:00-CME-001,,52.0,-107.0,29.0,600.0,C,Backsided. The CME source can be seen as a filament eruption in STEREO A EUVI imagery around 17:40 off the NW limb. The eruption can also be seen in the NE of SDO AIA 304 imagery.
1997,2015-07-26T09:12:00-CME-001,,42.0,168.0,44.0,353.0,S,"May be associated with a small brightening seen in STA EUVI around 0800, but unsure...
No candidate found in SDO"
1998,2015-07-28T13:00:00-CME-001,,68.0,-84.0,25.0,93.0,S,The source location is unknown. Potentially some activity in the Northern region of SDO AIA 304 around 10 UT.
1999,2015-07-29T19:41:00-CME-001,,-26.0,,21.0,243.0,S,Most likely back-sided since no eruptions/activity seen on the solar disk. Source location not found in STA EUVI either (there is a data gap preceding the start of CME though).
2000,2015-07-30T16:00:00-CME-001,,26.0,-137.0,36.0,381.0,S,"source of CME is far-sided, most likely AR to the NW in EUVI A, shows signs of eruption after data gap between 11.10 and 22.10, AR lon ~-135 deg - this is used for CME longitude"
2001,2015-07-31T00:24:00-CME-001,S21W155,-21.0,155.0,10.0,128.0,S,The source is an eruption in the southwest in STA EUVI around 00:10UT.
2002,2015-07-31T16:24:00-CME-001,N05W40,0.0,-30.0,10.0,488.0,S,Associated with an eruption observed in SDO AIA 193/304 around 2015-07-31T15:44Z near AR 2392.
2003,2015-07-31T17:37:00-CME-001,,16.0,-100.0,21.0,335.0,S,Associated with an eruption observed in SDO AIA 193/304 around 2015-07-31T16:58Z off of the eastern limb and in STEREO A EUVI around 2015-07-31T16:55Z.
2004,2015-08-01T00:00:00-CME-001,,-30.0,-95.0,22.0,171.0,S,Derived parameters are very approximate. No source for this faint/narrow CME could be found.
2005,2015-08-01T22:24:00-CME-001,S15E85,-18.0,-88.0,21.0,420.0,S,Associated with a filament liftoff or explosion starting around 18:10Z
2007,2015-08-02T22:12:00-CME-001,S30E90,-25.0,-99.0,41.0,516.0,C,"In STA EUVI, between the 20:15 and 21:45 frames, an eruption can be seen in the SW Limb.
Same source also seen in SDO 193 and 171 off the SE limb."
2008,2015-08-03T13:25:00-CME-001,S40E120,-36.0,-112.0,35.0,556.0,C,"CME source can be seen in SDO AIA 193, 171, and 304 as a large filament eruption  on the south east limb.  It can be seen in STA EUVI as a large filament eruption at around S40E120 with some post eruption arcades."
2009,2015-08-04T04:24:00-CME-001,,55.0,90.0,23.0,362.0,S,There is no obvious source. It may be backsided but there is no sign in the STEREO images. It may be a part of a streamer.
2010,2015-08-04T15:36:00-CME-001,N40W10,71.0,12.0,21.0,314.0,S,Can be seen as a small filament eruption in SDO AIA 304 just above AR 2394 and AR 2393 starting at around 14:18 UTC.  SDO 193 shows a distinct dimming and possible EUV wave moving northward.
2011,2015-08-05T07:36:00-CME-001,N30W30,36.0,2.0,14.0,505.0,C,Associated with a filament eruption in the northwest around 06:06UT in SDO AIA 193. The southern end of the filament is associated with AR2363.
2012,2015-08-05T22:36:00-CME-001,,21.0,-100.0,20.0,386.0,S,CME measurements are very rough since it was very faint and source could not be clearly identified due to a data gap in STA imagery.  It is assumed to be originated on the far side close to an AR on the NE imagery of STA.
2013,2015-08-07T20:48:00-CME-001,,-20.0,-56.0,23.0,446.0,S,Associated with a large eruption observed on the SE quadrant of the Earth-facing disk around 2015-08-07T20:00Z in SDO AIA 193/304.
2014,2015-08-08T00:24:00-CME-001,,-15.0,-55.0,34.0,829.0,C,Associated with an eruption observed on the SE quadrant of the Earth-facing disk around 2015-08-07T23:42Z in SDO AIA 193/304.
2015,2015-08-08T01:25:00-CME-001,,47.0,108.0,41.0,216.0,S,Likely associated with a back-sided eruption that could not be seen in EUV imagery because of data gaps. The source location is approximate. There is a dimming and opening of field lines seen in SDO AIA 193 after 02:00 which would suggest a lower longitude (85 degrees or so).
2016,2015-08-08T08:36:00-CME-001,,60.0,-93.0,12.0,357.0,S,Associated with rising loops seen on the eastern limb in SDO AIA 304 around 2015-08-08T08:00Z.
2017,2015-08-08T23:48:00-CME-001,,-2.0,86.0,6.0,477.0,S,Associated with a small filament eruption was observed in SDO AIA 304 around 2015-08-08T23:09Z. This small eruption could not be measured with SWPC_Cat because of its very diffusive/faint nature and the derived parameters were approximated using StereoCAT.
2018,2015-08-09T02:36:00-CME-001,,-32.0,-122.0,13.0,206.0,S,"Unable to locate source. However, the CME is extremely faint and slow it is not expected to be geoeffective."
2019,2015-08-09T12:00:00-CME-001,,52.0,75.0,32.0,833.0,C,The source appears to be a large filament eruption that can be seen off the NW limb in SDO AIA 193/304 around 11 UT.
2021,2015-08-12T00:00:00-CME-001,S35W95,-34.0,97.0,27.0,498.0,S,CME signature is very strange.  It looks like a high density bulge of plasma at the Sun's corona visible from STA EUVI.  In SDO 193/171 you could see the changes on the magnetic field lines behind the limb.
2022,2015-08-12T15:12:00-CME-001,S20W30,-22.0,36.0,41.0,567.0,C,CME associated with prominence eruption visible in SDO 193/171/304 starting around 13:42Z.
2023,2015-08-13T00:30:00-CME-001,,-15.0,32.0,23.0,403.0,S,"CME associated with a second filament eruption near the equator starting around 00UT.  It is visible in SDO imagery.  However, the CME is very faint and difficult to measure."
2024,2015-08-13T02:24:00-CME-001,,43.0,99.0,24.0,569.0,C,CME source can be seen on the east limb in STA EUVI  and also at the back west limb in SDO 193/171 as the magnetic field lines opening.
2025,2015-08-14T09:36:00-CME-001,S10W45,-21.0,44.0,41.0,500.0,C,"filament eruption, below  AR 2399"
2026,2015-08-15T13:25:00-CME-001,N15W45,21.0,59.0,21.0,650.0,C,Dimming (SDO 193) and rising loops (SDO 171) seen in the NW around 12:15-13:00
2028,2015-08-15T19:12:00-CME-001,,21.0,-112.0,25.0,232.0,S,No source could be found for this faint CME in any of the available EUV imagery. It is likely a back-sided event.
2029,2015-08-16T09:12:00-CME-001,,12.0,-105.0,41.0,317.0,S,The source appears to be caused by a change in the NW active region at the northern edge of the coronal hole seen in STEREO A EUVI imagery between the data gap at 05:25-09:55 UT. This CME is probably the source of the increase in particle fluxes in STA starting around 10:00 UT.
2030,2015-08-16T09:48:00-CME-001,,65.0,-43.0,15.0,224.0,S,"The source is unknown, however it could be far-sided."
2031,2015-08-20T03:24:00-CME-001,,-6.0,139.0,27.0,264.0,S,CME source may be at the far side on the East side of STA EUVI images.  It is difficult to be certain due to a data gap in the images.  The CME is very slow and very faint.
2032,2015-08-20T10:12:00-CME-001,N35W36,51.0,-126.0,27.0,689.0,C,CME is associated with a far side region located at N35W36 from STA imagery where some dimming is visible after a data gap in the images.  CME is fast but very high latitude.
2033,2015-08-21T10:24:00-CME-001,S17E26,-33.0,-7.0,39.0,350.0,S,"preliminary measurement very close to the sun using SWPC_cat & C2/3 and STA COR2, should be verified with backfilled C3 images!"
2034,2015-08-22T07:24:00-CME-001,S15E13,5.0,-2.0,27.0,1057.0,O,Large dimming area and eruption seen post M1.2 Class flare.  CME is a halo and faint in the coronagraphs.
2035,2015-08-23T04:36:00-CME-001,N10W45,3.0,-45.0,11.0,1288.0,O,Small brightening / eruption seen in SDO 193/171/304 around 04:15
2036,2015-08-23T13:25:00-CME-001,N30E90,62.0,-100.0,24.0,225.0,S,Slow looking filament/prominence eruption with opening field lines seen in the NE limb of SDO 193/171/304 starting around 09:00 and continues for a few hours
2037,2015-08-24T01:25:00-CME-001,,63.0,,19.0,217.0,S,CME MAY be associated with a very slow eruption visible on the NE limb in SDO 193/171.  Only POS measurements could be done due to the available imagery.
2038,2015-08-24T09:12:00-CME-001,S15W95,-15.0,97.0,35.0,278.0,S,"Small eruption (opening field lines, small prominence) seen in SW limb of SDO 193, 304, and 171 around 01:45.

From SWPC: CME was likely related to a coronal disturbance as
seen in SDO/AIA-171 imagery in the vicinity of old Region 2401 (S11,
L=275) and is off the Sun-Earth line.


Likely not: (CME MAY be associated with M5.6 class flare.  The CME is very faint and slow.  No other source could be found.)"
2039,2015-08-24T22:12:00-CME-001,,13.0,123.0,14.0,500.0,C,source is far-sided seen in EUVI A to the NE
2040,2015-08-25T16:00:00-CME-001,,-34.0,63.0,38.0,325.0,S,The measurement is of the outer edge of the CME. The inner portion was measured to be too slow. The source is believed to be from an eruption in AR 2403.
2041,2015-08-26T16:00:00-CME-001,,-19.0,46.0,11.0,378.0,S,"New flux emergence in central part of AR 2304 starting ~ 12.00 seen in images, largely confined event, a narrow jetlike outflow is seen in C2/3 to the SW starting ~16.00"
2042,2015-08-26T20:26:00-CME-001,S16W48,-1.0,,44.0,212.0,S,"Eruption starting from AR 12403 with extensive dimmings to the north of the AR, and activation of the filament in the northern hemisphere. CME in C2 very faint to the west. Note that AR is located at good location to be connected to Earth, at around S14W50"
2043,2015-08-28T02:00:00-CME-001,S15E150,-17.0,-153.0,17.0,697.0,C,Filament eruption must have happened between 17:15 on Aug 27 and 03:45 on Aug 28 (EUVI STA data gap) and is indicated by high rising loops along a narrow elongated stretch in the SW of the disk in EUVI STA.
2044,2015-08-28T07:12:00-CME-001,S16W72,-6.0,74.0,32.0,309.0,S,Faint CME. Probably associated with a C4.5-class flare from AR2403. No eruption seen in AIA 193 (probably because of a data gap).
2045,2015-08-30T06:12:00-CME-001,,56.0,-44.0,10.0,428.0,S,"Very faint, high-latitude CME as a result of a faint eruption just North of the disc."
2046,2015-08-31T05:36:00-CME-001,S15W91,-11.0,92.0,23.0,434.0,S,CME was very faint in LASCO C3 images.  Measurements are very rough estimates using SWPC_Cat.  Source region could not be identified with complete certainty but it is believed to be originating from AR 2403.
2047,2015-08-31T10:24:00-CME-001,,51.0,112.0,17.0,455.0,S,CME appears to be from the far side.  Rising loops can be observed on the NW limb in SDO 193/171 around 10UT.  CME spreads out and becomes very faint in the LASCO images.
2048,2015-08-31T23:12:00-CME-001,,74.0,158.0,36.0,400.0,S,
2049,2015-09-01T01:25:00-CME-001,,-25.0,-105.0,14.0,660.0,C,Erupting filament observed in AIA304 just behind the east limb at 23:27
2050,2015-09-01T22:00:00-CME-001,,-21.0,-1.0,10.0,676.0,C,A possible source is dimming seen around S12W12 around 18:00 in SDO 193. It is faint in the coronagraphs.
2051,2015-09-02T14:06:00-CME-001,,29.0,102.0,35.0,404.0,S,"no source could be identified, probably slow streamer blowout with source close to the west limb, starting time is approximate as the C2 bright structure very slowly starts to expand."
2052,2015-09-03T11:24:00-CME-001,,-22.0,90.0,33.0,328.0,S,"source location unknown, probably close to SW limb: some opening and closing field lines seen in AIA 171. A filament seen lifting off in AIA 304, however it is very wide (along latitude line) so again source location is not clear. A slow streamer blowout, therefore starting time not well defined (slow rise starts before 11.24)"
2053,2015-09-04T14:12:00-CME-001,,-43.0,10.0,23.0,302.0,S,The source is hard to see. It can be seen as a faint darkening movement followed by small post eruption arcades in the southwest around 10UT.
2054,2015-09-04T19:24:00-CME-001,S15E25,-25.0,-20.0,55.0,325.0,S,"Source location is a filament eruption that starts around 2015-09-04T15:30Z and ends at around 2015-09-04T19:00Z and can be seen clearly in SDO 193, 171, and 304 around S10E30.
There is distinct EUV dimming, and post eruptive arcades. The eruption seems to push the material in the eastern direction."
2055,2015-09-06T09:12:00-CME-001,S15E08,-30.0,,30.0,173.0,S,Faint CME potentially associated with one of (or both) eruptions seen in AIA 193 at 2015-09-06T00:52Z and around 04:00.
2056,2015-09-06T23:30:00-CME-001,,-15.0,-26.0,18.0,256.0,S,Very faint but wide CME. The source location is guessed to be significant darkening at ~S15E25 in the early hours of 2015-09-07. The darkening has increased the size of the CH.
2057,2015-09-07T10:36:00-CME-001,N10W45,45.0,38.0,38.0,300.0,S,"Very faint CME with no clear front,  probably associated with the eruption of a long filament stretched along longit. line erupting in the  NW after 10:00. A  dimming observed in AIA 193/171 and faint high posteruptive loops seen in 193. Hard to determine source location because of the length of erupting filament."
2058,2015-09-07T12:54:00-CME-001,N42W36,42.0,36.0,29.0,363.0,S,
2059,2015-09-08T06:24:00-CME-001,,59.0,90.0,20.0,340.0,S,"There was a CME and prominence liftoff above the NW limb starting around 5:00 UT, most easily visible in AIA 171."
2060,2015-09-08T11:12:00-CME-001,,55.0,-90.0,16.0,280.0,S,Rising loops from behind the NE limb starting around 10:00 UT in AIA 171.
2061,2015-09-09T06:00:00-CME-001,,-22.0,,9.0,500.0,C,"source is an unnumbered AR at west limb, off-limb opening of fieldlines can be seen in AIA at ~05:00 UT"
2062,2015-09-11T15:12:00-CME-001,,20.0,24.0,10.0,735.0,C,"Source is likely a large filament eruption after 12:00 around N25W10 visible in SDO AIA 193 and 304, or possibly the small eruption off the west rim of the disk seen in AIA 193 and EUVI STA starting around 13:00."
2063,2015-09-15T17:24:00-CME-001,N100E1,90.0,2.0,21.0,470.0,S,CME is very high latitude.  Opening field lines and rising material and filament lift off can be seen in SDO AIA 171 and 304 at around 15:00-16:00.  The CME might be more back sided than the measurement suggests.
2064,2015-09-16T10:00:00-CME-001,,-13.0,-73.0,11.0,404.0,S,CME is very narrow.  Eruption can be seen on the SE limb in SDO 190/171 around 09:20Z.
2066,2015-09-18T05:00:00-CME-001,S20W20,-26.0,7.0,38.0,744.0,C,Faint partial halo CME associated with the C2.6 long duration flare from AR2415.
2067,2015-09-18T05:00:00-CME-002,,14.0,,27.0,300.0,S,"Source region never identified, all measurements preliminary"
2070,2015-09-19T00:48:00-CME-001,,-39.0,,16.0,287.0,S,This CME is very faint and can be seen in C2. A source has not been identified; it is probably backsided.
